INFO:root:['Recarm', 'Mind Charge', 'Sukukaja', 'Wind Amp']
INFO:root:['Patra', 'Tarukaja', 'Rakukaja', 'Masukunda']
INFO:root:['Patra', 'Recarm', 'Tarukaja', 'Diarama']
INFO:root:['Patra', 'Recarm', 'Mind Charge', 'Growth 3']
INFO:root:['Growth 3', 'Rakukaja', 'Diarahan', 'Patra']
INFO:root:['Dekunda', 'Rakukaja', 'Patra', 'Zio']
INFO:root:['Rakukaja', 'Diarahan', 'Patra', 'Tarukaja']
INFO:root:['Recarm', 'Patra', 'Wind Boost', 'Rakukaja']
INFO:root:['Sukukaja', 'Diarama', 'Diarahan', 'Zio']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Diarama']
INFO:root:['Diarama', 'Patra', 'Wind Boost', 'Diarahan']
INFO:root:['Dekunda', 'Masukunda', 'Recarm', 'Rakukaja']
INFO:root:['Rakukaja', 'Wind Boost', 'Patra', 'Sukukaja']
INFO:root:['Mind Charge', 'Diarama', 'Patra', 'Sukukaja']
INFO:root:['Mind Charge', 'Patra', 'Diarama', 'Tarukaja']
INFO:root:['Recarm', 'Patra', 'Diarama', 'Masukunda']
INFO:root:['Sukukaja', 'Patra', 'Dekunda', 'Panta Rhei']
INFO:root:['Diarahan', 'Tarukaja', 'Zio', 'Masukunda']
INFO:root:['Recarm', 'Diarahan', 'Patra', 'Tarukaja']
INFO:root:['Wind Boost', 'Sukukaja', 'Diarama', 'Tarukaja']
INFO:root:['Patra', 'Recarm', 'Samsara', 'Diarama']
INFO:root:['Dekunda', 'Wind Boost', 'Patra', 'Recarm']
INFO:root:['Recarm', 'Growth 3', 'Mazionga', 'Rakukaja']
INFO:root:['Sukukaja', 'Wind Amp', 'Diarama', 'Recarm']
INFO:root:['Diarama', 'Patra', 'Growth 3', 'Zio']
INFO:root:['Diarama', 'Patra', 'Rakukaja', 'Sukukaja']
INFO:root:['Diarama', 'Patra', 'Sukukaja', 'Diarahan']
INFO:root:['Rakukaja', 'Recarm', 'Dekunda', 'Patra']
INFO:root:['Wind Boost', 'Megido', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Zio']
INFO:root:['Tarukaja', 'Diarahan', 'Sukukaja', 'Zio']
INFO:root:['Patra', 'Diarama', 'Zio', 'Mind Charge']
INFO:root:['Patra', 'Mind Charge', 'Diarama', 'Wind Amp']
INFO:root:['Wind Amp', 'Wind Boost', 'Diarama', 'Dekunda']
INFO:root:['Patra', 'Sukukaja', 'Dekunda', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Diarama', 'Zio']
INFO:root:['Patra', 'Diarama', 'Recarm', 'Zio']
INFO:root:['Patra', 'Recarm', 'Wind Boost', 'Rakukaja']
INFO:root:['Wind Boost', 'Diarahan', 'Tarukaja', 'Recarm']
INFO:root:['Diarama', 'Masukunda', 'Mind Charge', 'Dekunda']
INFO:root:['Wind Amp', 'Rakukaja', 'Patra', 'Recarm']
INFO:root:['Tarukaja', 'Recarm', 'Diarama', 'Patra']
INFO:root:['Recarm', 'Patra', 'Tarukaja', 'Diarahan']
INFO:root:['Dekunda', 'Masukunda', 'Patra', 'Diarahan']
INFO:root:['Tarukaja', 'Patra', 'Dekunda', 'Null Dark']
INFO:root:['Mazionga', 'Dekunda', 'Tarukaja', 'Diarama']
INFO:root:['Diarahan', 'Sukukaja', 'Dekunda', 'Patra']
INFO:root:['Recarm', 'Tarukaja', 'Panta Rhei', 'Dekunda']
INFO:root:['Mind Charge', 'Patra', 'Dekunda', 'Sukukaja']
INFO:root:['Recarm', 'Growth 3', 'Patra', 'Diarama']
INFO:root:['Patra', 'Recarm', 'Sukukaja', 'Tarukaja']
INFO:root:['Growth 3', 'Patra', 'Diarama', 'Dekunda']
INFO:root:['Mind Charge', 'Tarukaja', 'Patra', 'Rakukaja']
INFO:root:['Diarama', 'Zio', 'Mazionga', 'Diarahan']
INFO:root:['Rakukaja', 'Tarukaja', 'Patra', 'Diarama']
INFO:root:['Dekunda', 'Growth 3', 'Tarukaja', 'Patra']
INFO:root:['Diarahan', 'Sukukaja', 'Patra', 'Recarm']
INFO:root:['Diarahan', 'Mind Charge', 'Dekunda', 'Patra']
INFO:root:['Tarukaja', 'Patra', 'Recarm', 'Sukukaja']
INFO:root:['Patra', 'Diarama', 'Sukukaja', 'Wind Amp']
INFO:root:['Recarm', 'Patra', 'Masukunda', 'Sukukaja']
INFO:root:['Patra', 'Masukunda', 'Zio', 'Recarm']
INFO:root:['Diarama', 'Sukukaja', 'Rakukaja', 'Patra']
INFO:root:['Wind Amp', 'Patra', 'Diarahan', 'Rakukaja']
INFO:root:['Tarukaja', 'Patra', 'Zio', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Diarahan', 'Diarama']
INFO:root:['Patra', 'Diarahan', 'Growth 3', 'Tarukaja']
INFO:root:['Wind Amp', 'Rakukaja', 'Masukunda', 'Patra']
INFO:root:['Patra', 'Rakukaja', 'Dekunda', 'Tarukaja']
INFO:root:['Patra', 'Masukunda', 'Tarukaja', 'Rakukaja']
INFO:root:['Wind Amp', 'Megido', 'Diarama', 'Sukukaja']
INFO:root:['Patra', 'Zio', 'Diarama', 'Mind Charge']
INFO:root:['Recarm', 'Sukukaja', 'Diarama', 'Patra']
INFO:root:['Masukunda', 'Wind Boost', 'Patra', 'Diarahan']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Diarama']
INFO:root:['Wind Amp', 'Masukunda', 'Recarm', 'Sukukaja']
INFO:root:['Diarahan', 'Dekunda', 'Diarama', 'Sukukaja']
INFO:root:['Patra', 'Diarama', 'Rakukaja', 'Zio']
INFO:root:['Recarm', 'Patra', 'Diarahan', 'Diarama']
INFO:root:['Sukukaja', 'Zio', 'Patra', 'Diarahan']
INFO:root:['Diarahan', 'Mazionga', 'Rakukaja', 'Patra']
INFO:root:['Rakukaja', 'Tarukaja', 'Zio', 'Diarama']
INFO:root:['Recarm', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Diarahan', 'Diarama']
INFO:root:['Dekunda', 'Tarukaja', 'Rakukaja', 'Patra']
INFO:root:['Patra', 'Masukunda', 'Tarukaja', 'Mind Charge']
INFO:root:['Dekunda', 'Patra', 'Rakukaja', 'Sukukaja']
INFO:root:['Diarahan', 'Patra', 'Diarama', 'Dekunda']
INFO:root:['Tarukaja', 'Patra', 'Diarama', 'Rakukaja']
INFO:root:['Dekunda', 'Patra', 'Tarukaja', 'Masukunda']
INFO:root:['Wind Amp', 'Diarama', 'Rakukaja', 'Patra']
INFO:root:['Masukunda', 'Sukukaja', 'Diarama', 'Patra']
INFO:root:['Masukunda', 'Diarama', 'Patra', 'Zio']
INFO:root:['Tarukaja', 'Patra', 'Wind Boost', 'Masukunda']
INFO:root:['Patra', 'Tarukaja', 'Recarm', 'Diarama']
INFO:root:['Diarama', 'Recarm', 'Patra', 'Dekunda']
INFO:root:['Patra', 'Wind Boost', 'Tarukaja', 'Diarama']
INFO:root:['Tarukaja', 'Dekunda', 'Patra', 'Zio']
INFO:root:['Rakukaja', 'Recarm', 'Patra', 'Diarahan']
INFO:root:['Mind Charge', 'Sukukaja', 'Dekunda', 'Recarm']
INFO:root:['Patra', 'Sukukaja', 'Recarm', 'Diarama']
INFO:root:['Masukunda', 'Null Dark', 'Patra', 'Diarama']
INFO:root:['Patra', 'Rakukaja', 'Diarahan', 'Diarama']
INFO:root:['Recarm', 'Patra', 'Tarukaja', 'Rakukaja']
INFO:root:['Rakukaja', 'Diarahan', 'Patra', 'Megido']
INFO:root:['Sukukaja', 'Patra', 'Recarm', 'Rakukaja']
INFO:root:['Recarm', 'Rakukaja', 'Dekunda', 'Patra']
INFO:root:['Patra', 'Recarm', 'Diarahan', 'Dekunda']
INFO:root:['Tarukaja', 'Mind Charge', 'Sukukaja', 'Rakukaja']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Zio']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Zio']
INFO:root:['Tarukaja', 'Patra', 'Diarama', 'Dekunda']
INFO:root:['Tarukaja', 'Diarahan', 'Patra', 'Recarm']
INFO:root:['Diarama', 'Patra', 'Recarm', 'Zio']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Megido']
INFO:root:['Recarm', 'Patra', 'Masukunda', 'Diarama']
INFO:root:['Patra', 'Diarama', 'Sukukaja', 'Recarm']
INFO:root:['Patra', 'Mind Charge', 'Dekunda', 'Diarahan']
INFO:root:['Wind Boost', 'Diarama', 'Mind Charge', 'Diarahan']
INFO:root:['Rakukaja', 'Recarm', 'Wind Boost', 'Wind Amp']
INFO:root:['Diarama', 'Recarm', 'Diarahan', 'Zio']
INFO:root:['Tarukaja', 'Patra', 'Dekunda', 'Recarm']
INFO:root:['Tarukaja', 'Sukukaja', 'Diarama', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Diarama']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Diarahan']
INFO:root:['Recarm', 'Rakukaja', 'Patra', 'Diarama']
INFO:root:['Masukunda', 'Patra', 'Null Dark', 'Rakukaja']
INFO:root:['Recarm', 'Wind Amp', 'Rakukaja', 'Patra']
INFO:root:['Diarahan', 'Tarukaja', 'Patra', 'Dekunda']
INFO:root:['Patra', 'Recarm', 'Wind Amp', 'Dekunda']
INFO:root:['Mind Charge', 'Patra', 'Diarama', 'Wind Boost']
INFO:root:['Dekunda', 'Diarama', 'Patra', 'Recarm']
INFO:root:['Tarukaja', 'Dekunda', 'Diarama', 'Patra']
INFO:root:['Masukunda', 'Patra', 'Diarahan', 'Mind Charge']
INFO:root:['Patra', 'Recarm', 'Rakukaja', 'Diarahan']
INFO:root:['Rakukaja', 'Patra', 'Recarm', 'Diarahan']
INFO:root:['Patra', 'Diarahan', 'Tarukaja', 'Rakukaja']
INFO:root:['Patra', 'Dekunda', 'Diarama', 'Masukunda']
INFO:root:['Masukunda', 'Tarukaja', 'Growth 3', 'Patra']
INFO:root:['Masukunda', 'Tarukaja', 'Diarama', 'Recarm']
INFO:root:['Diarahan', 'Zio', 'Rakukaja', 'Patra']
INFO:root:['Dekunda', 'Diarama', 'Patra', 'Recarm']
INFO:root:['Dekunda', 'Sukukaja', 'Recarm', 'Patra']
INFO:root:['Sukukaja', 'Patra', 'Wind Amp', 'Diarama']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Diarama']
INFO:root:['Sukukaja', 'Dekunda', 'Rakukaja', 'Patra']
INFO:root:['Patra', 'Wind Boost', 'Sukukaja', 'Tarukaja']
INFO:root:['Rakukaja', 'Sukukaja', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Zio']
INFO:root:['Rakukaja', 'Megido', 'Recarm', 'Mind Charge']
INFO:root:['Diarama', 'Dekunda', 'Panta Rhei', 'Diarahan']
INFO:root:['Sukukaja', 'Tarukaja', 'Dekunda', 'Diarama']
INFO:root:['Patra', 'Recarm', 'Megido', 'Diarama']
INFO:root:['Wind Boost', 'Patra', 'Rakukaja', 'Mind Charge']
INFO:root:['Mazionga', 'Masukunda', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Recarm']
INFO:root:['Diarama', 'Masukunda', 'Rakukaja', 'Patra']
INFO:root:['Wind Amp', 'Sukukaja', 'Mazionga', 'Diarama']
INFO:root:['Patra', 'Zio', 'Diarama', 'Null Dark']
INFO:root:['Wind Amp', 'Patra', 'Recarm', 'Growth 3']
INFO:root:['Diarama', 'Patra', 'Sukukaja', 'Zio']
INFO:root:['Sukukaja', 'Mazionga', 'Diarama', 'Growth 3']
INFO:root:['Wind Boost', 'Sukukaja', 'Masukunda', 'Diarahan']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Mind Charge']
INFO:root:['Patra', 'Rakukaja', 'Sukukaja', 'Recarm']
INFO:root:['Dekunda', 'Patra', 'Recarm', 'Diarama']
INFO:root:['Patra', 'Diarahan', 'Diarama', 'Rakukaja']
INFO:root:['Rakukaja', 'Wind Boost', 'Wind Amp', 'Dekunda']
INFO:root:['Wind Boost', 'Tarukaja', 'Patra', 'Zio']
INFO:root:['Patra', 'Dekunda', 'Diarama', 'Mazionga']
INFO:root:['Diarama', 'Patra', 'Tarukaja', 'Masukunda']
INFO:root:['Diarama', 'Mind Charge', 'Patra', 'Mazionga']
INFO:root:['Patra', 'Diarama', 'Zio', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Wind Boost', 'Zio']
INFO:root:['Patra', 'Sukukaja', 'Zio', 'Tarukaja']
INFO:root:['Patra', 'Diarahan', 'Tarukaja', 'Null Dark']
INFO:root:['Wind Amp', 'Recarm', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Wind Boost', 'Rakukaja', 'Diarahan']
INFO:root:['Sukukaja', 'Dekunda', 'Rakukaja', 'Megido']
INFO:root:['Wind Boost', 'Zio', 'Patra', 'Diarama']
INFO:root:['Patra', 'Recarm', 'Dekunda', 'Diarama']
INFO:root:['Patra', 'Tarukaja', 'Masukunda', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Diarahan', 'Zio']
INFO:root:['Wind Amp', 'Diarama', 'Recarm', 'Diarahan']
INFO:root:['Diarama', 'Masukunda', 'Patra', 'Sukukaja']
INFO:root:['Sukukaja', 'Masukunda', 'Recarm', 'Diarama']
INFO:root:['Patra', 'Rakukaja', 'Dekunda', 'Wind Amp']
INFO:root:['Wind Boost', 'Patra', 'Diarama', 'Tarukaja']
INFO:root:['Diarama', 'Rakukaja', 'Masukunda', 'Dekunda']
INFO:root:['Recarm', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Diarahan', 'Tarukaja', 'Patra', 'Diarama']
INFO:root:['Patra', 'Sukukaja', 'Diarama', 'Tarukaja']
INFO:root:['Patra', 'Diarama', 'Dekunda', 'Sukukaja']
INFO:root:['Wind Amp', 'Recarm', 'Patra', 'Masukunda']
INFO:root:['Wind Amp', 'Tarukaja', 'Recarm', 'Patra']
INFO:root:['Diarahan', 'Rakukaja', 'Patra', 'Wind Boost']
INFO:root:['Diarama', 'Masukunda', 'Recarm', 'Patra']
INFO:root:['Tarukaja', 'Dekunda', 'Rakukaja', 'Panta Rhei']
INFO:root:['Rakukaja', 'Tarukaja', 'Diarama', 'Recarm']
INFO:root:['Wind Boost', 'Patra', 'Tarukaja', 'Diarahan']
INFO:root:['Patra', 'Sukukaja', 'Dekunda', 'Diarahan']
INFO:root:['Mind Charge', 'Wind Amp', 'Patra', 'Rakukaja']
INFO:root:['Patra', 'Diarama', 'Sukukaja', 'Rakukaja']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Diarahan']
INFO:root:['Sukukaja', 'Zio', 'Tarukaja', 'Wind Boost']
INFO:root:['Mazionga', 'Patra', 'Recarm', 'Sukukaja']
INFO:root:['Patra', 'Dekunda', 'Rakukaja', 'Zio']
INFO:root:['Patra', 'Wind Boost', 'Tarukaja', 'Recarm']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Rakukaja']
INFO:root:['Patra', 'Sukukaja', 'Recarm', 'Rakukaja']
INFO:root:['Patra', 'Rakukaja', 'Recarm', 'Diarama']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Diarahan']
INFO:root:['Sukukaja', 'Zio', 'Diarama', 'Patra']
INFO:root:['Patra', 'Diarama', 'Null Dark', 'Rakukaja']
INFO:root:['Dekunda', 'Diarama', 'Patra', 'Sukukaja']
INFO:root:['Rakukaja', 'Diarama', 'Diarahan', 'Wind Amp']
INFO:root:['Recarm', 'Mind Charge', 'Masukunda', 'Patra']
INFO:root:['Recarm', 'Sukukaja', 'Diarama', 'Rakukaja']
INFO:root:['Recarm', 'Patra', 'Diarama', 'Wind Amp']
INFO:root:['Recarm', 'Null Dark', 'Patra', 'Sukukaja']
INFO:root:['Rakukaja', 'Recarm', 'Mind Charge', 'Tarukaja']
INFO:root:['Dekunda', 'Mind Charge', 'Patra', 'Diarama']
INFO:root:['Dekunda', 'Recarm', 'Sukukaja', 'Growth 3']
INFO:root:['Patra', 'Masukunda', 'Diarahan', 'Recarm']
INFO:root:['Patra', 'Dekunda', 'Recarm', 'Tarukaja']
INFO:root:['Dekunda', 'Patra', 'Diarama', 'Diarahan']
INFO:root:['Wind Amp', 'Patra', 'Diarahan', 'Rakukaja']
INFO:root:['Rakukaja', 'Patra', 'Sukukaja', 'Zio']
INFO:root:['Sukukaja', 'Dekunda', 'Patra', 'Diarama']
INFO:root:['Diarama', 'Rakukaja', 'Recarm', 'Patra']
INFO:root:['Rakukaja', 'Dekunda', 'Patra', 'Diarama']
INFO:root:['Diarama', 'Rakukaja', 'Patra', 'Tarukaja']
INFO:root:['Recarm', 'Mazionga', 'Patra', 'Diarahan']
INFO:root:['Sukukaja', 'Tarukaja', 'Diarama', 'Growth 3']
INFO:root:['Sukukaja', 'Patra', 'Masukunda', 'Rakukaja']
INFO:root:['Diarama', 'Rakukaja', 'Dekunda', 'Patra']
INFO:root:['Diarahan', 'Mind Charge', 'Patra', 'Wind Amp']
INFO:root:['Mind Charge', 'Diarama', 'Dekunda', 'Diarahan']
INFO:root:['Wind Boost', 'Patra', 'Diarahan', 'Tarukaja']
INFO:root:['Patra', 'Rakukaja', 'Masukunda', 'Growth 3']
INFO:root:['Mind Charge', 'Recarm', 'Patra', 'Rakukaja']
INFO:root:['Tarukaja', 'Diarama', 'Recarm', 'Patra']
INFO:root:['Patra', 'Recarm', 'Sukukaja', 'Diarahan']
INFO:root:['Recarm', 'Mind Charge', 'Patra', 'Diarahan']
INFO:root:['Mind Charge', 'Tarukaja', 'Diarama', 'Dekunda']
INFO:root:['Patra', 'Megido', 'Mazionga', 'Tarukaja']
INFO:root:['Dekunda', 'Zio', 'Recarm', 'Sukukaja']
INFO:root:['Tarukaja', 'Diarahan', 'Dekunda', 'Wind Boost']
INFO:root:['Patra', 'Diarahan', 'Rakukaja', 'Masukunda']
INFO:root:['Tarukaja', 'Patra', 'Rakukaja', 'Diarama']
INFO:root:['Rakukaja', 'Dekunda', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Diarahan', 'Mind Charge', 'Recarm']
INFO:root:['Rakukaja', 'Dekunda', 'Sukukaja', 'Zio']
INFO:root:['Diarahan', 'Patra', 'Tarukaja', 'Diarama']
INFO:root:['Mind Charge', 'Tarukaja', 'Diarahan', 'Patra']
INFO:root:['Recarm', 'Patra', 'Dekunda', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Diarama', 'Rakukaja']
INFO:root:['Wind Amp', 'Tarukaja', 'Dekunda', 'Diarama']
INFO:root:['Wind Boost', 'Dekunda', 'Growth 3', 'Diarama']
INFO:root:['Tarukaja', 'Recarm', 'Diarahan', 'Masukunda']
INFO:root:['Diarama', 'Dekunda', 'Null Dark', 'Recarm']
INFO:root:['Recarm', 'Wind Boost', 'Diarama', 'Rakukaja']
INFO:root:['Diarama', 'Patra', 'Diarahan', 'Sukukaja']
INFO:root:['Rakukaja', 'Patra', 'Masukunda', 'Diarama']
INFO:root:['Diarahan', 'Sukukaja', 'Diarama', 'Patra']
INFO:root:['Wind Amp', 'Diarahan', 'Masukunda', 'Diarama']
INFO:root:['Tarukaja', 'Patra', 'Masukunda', 'Diarahan']
INFO:root:['Dekunda', 'Patra', 'Sukukaja', 'Recarm']
INFO:root:['Patra', 'Mind Charge', 'Rakukaja', 'Recarm']
INFO:root:['Patra', 'Sukukaja', 'Mind Charge', 'Rakukaja']
INFO:root:['Patra', 'Sukukaja', 'Dekunda', 'Diarama']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Growth 3']
INFO:root:['Rakukaja', 'Diarama', 'Diarahan', 'Dekunda']
INFO:root:['Tarukaja', 'Rakukaja', 'Diarahan', 'Diarama']
INFO:root:['Sukukaja', 'Tarukaja', 'Diarama', 'Recarm']
INFO:root:['Recarm', 'Diarama', 'Sukukaja', 'Dekunda']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Diarama']
INFO:root:['Recarm', 'Diarahan', 'Diarama', 'Dekunda']
INFO:root:['Patra', 'Recarm', 'Dekunda', 'Diarama']
INFO:root:['Megido', 'Recarm', 'Wind Boost', 'Diarama']
INFO:root:['Mind Charge', 'Diarama', 'Masukunda', 'Recarm']
INFO:root:['Diarahan', 'Rakukaja', 'Diarama', 'Patra']
INFO:root:['Recarm', 'Sukukaja', 'Dekunda', 'Patra']
INFO:root:['Recarm', 'Rakukaja', 'Sukukaja', 'Diarama']
INFO:root:['Recarm', 'Patra', 'Sukukaja', 'Dekunda']
INFO:root:['Diarama', 'Recarm', 'Patra', 'Sukukaja']
INFO:root:['Wind Amp', 'Wind Boost', 'Sukukaja', 'Patra']
INFO:root:['Diarahan', 'Patra', 'Rakukaja', 'Sukukaja']
INFO:root:['Recarm', 'Patra', 'Diarahan', 'Sukukaja']
INFO:root:['Tarukaja', 'Masukunda', 'Sukukaja', 'Null Dark']
INFO:root:['Diarama', 'Patra', 'Tarukaja', 'Mind Charge']
INFO:root:['Patra', 'Recarm', 'Rakukaja', 'Diarahan']
INFO:root:['Recarm', 'Dekunda', 'Diarama', 'Tarukaja']
INFO:root:['Patra', 'Recarm', 'Diarama', 'Sukukaja']
INFO:root:['Diarama', 'Rakukaja', 'Mind Charge', 'Patra']
INFO:root:['Patra', 'Recarm', 'Mazionga', 'Masukunda']
INFO:root:['Diarama', 'Growth 3', 'Patra', 'Mazionga']
INFO:root:['Patra', 'Recarm', 'Tarukaja', 'Rakukaja']
INFO:root:['Sukukaja', 'Tarukaja', 'Patra', 'Growth 3']
INFO:root:['Dekunda', 'Diarama', 'Patra', 'Rakukaja']
INFO:root:['Patra', 'Wind Boost', 'Diarama', 'Recarm']
INFO:root:['Patra', 'Tarukaja', 'Zio', 'Rakukaja']
INFO:root:['Patra', 'Diarama', 'Dekunda', 'Diarahan']
INFO:root:['Patra', 'Diarama', 'Sukukaja', 'Panta Rhei']
INFO:root:['Patra', 'Diarama', 'Diarahan', 'Masukunda']
INFO:root:['Diarama', 'Patra', 'Recarm', 'Tarukaja']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Sukukaja', 'Diarahan', 'Dekunda']
INFO:root:['Diarama', 'Null Dark', 'Zio', 'Mind Charge']
INFO:root:['Recarm', 'Sukukaja', 'Patra', 'Rakukaja']
INFO:root:['Diarahan', 'Zio', 'Rakukaja', 'Patra']
INFO:root:['Dekunda', 'Patra', 'Diarama', 'Rakukaja']
INFO:root:['Rakukaja', 'Diarama', 'Mazionga', 'Patra']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Diarama']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Dekunda']
INFO:root:['Tarukaja', 'Recarm', 'Patra', 'Sukukaja']
INFO:root:['Rakukaja', 'Recarm', 'Wind Boost', 'Patra']
INFO:root:['Diarama', 'Patra', 'Sukukaja', 'Diarahan']
INFO:root:['Diarahan', 'Tarukaja', 'Patra', 'Diarama']
INFO:root:['Patra', 'Sukukaja', 'Wind Boost', 'Diarama']
INFO:root:['Mind Charge', 'Diarama', 'Patra', 'Dekunda']
INFO:root:['Patra', 'Masukunda', 'Diarahan', 'Tarukaja']
INFO:root:['Patra', 'Zio', 'Mind Charge', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Null Dark', 'Dekunda']
INFO:root:['Dekunda', 'Patra', 'Zio', 'Wind Amp']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Recarm']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Diarama']
INFO:root:['Tarukaja', 'Rakukaja', 'Masukunda', 'Patra']
INFO:root:['Recarm', 'Diarama', 'Sukukaja', 'Patra']
INFO:root:['Diarahan', 'Dekunda', 'Mind Charge', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Tarukaja']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Zio']
INFO:root:['Rakukaja', 'Sukukaja', 'Null Dark', 'Tarukaja']
INFO:root:['Dekunda', 'Recarm', 'Patra', 'Diarahan']
INFO:root:['Patra', 'Dekunda', 'Wind Boost', 'Mind Charge']
INFO:root:['Diarahan', 'Masukunda', 'Diarama', 'Null Dark']
INFO:root:['Panta Rhei', 'Patra', 'Growth 3', 'Tarukaja']
INFO:root:['Sukukaja', 'Diarama', 'Recarm', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Recarm']
INFO:root:['Diarama', 'Diarahan', 'Growth 3', 'Rakukaja']
INFO:root:['Tarukaja', 'Mind Charge', 'Recarm', 'Diarama']
INFO:root:['Growth 3', 'Patra', 'Rakukaja', 'Wind Amp']
INFO:root:['Dekunda', 'Sukukaja', 'Masukunda', 'Recarm']
INFO:root:['Masukunda', 'Dekunda', 'Diarahan', 'Zio']
INFO:root:['Dekunda', 'Patra', 'Diarama', 'Recarm']
INFO:root:['Patra', 'Diarama', 'Megido', 'Tarukaja']
INFO:root:['Wind Amp', 'Tarukaja', 'Diarahan', 'Patra']
INFO:root:['Dekunda', 'Tarukaja', 'Diarama', 'Recarm']
INFO:root:['Diarama', 'Patra', 'Sukukaja', 'Masukunda']
INFO:root:['Dekunda', 'Patra', 'Mind Charge', 'Diarama']
INFO:root:['Diarahan', 'Patra', 'Sukukaja', 'Zio']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Diarahan', 'Recarm', 'Zio']
INFO:root:['Patra', 'Dekunda', 'Diarama', 'Recarm']
INFO:root:['Sukukaja', 'Mind Charge', 'Patra', 'Zio']
INFO:root:['Tarukaja', 'Patra', 'Dekunda', 'Diarama']
INFO:root:['Dekunda', 'Rakukaja', 'Mind Charge', 'Wind Amp']
INFO:root:['Patra', 'Dekunda', 'Mind Charge', 'Diarahan']
INFO:root:['Diarahan', 'Rakukaja', 'Dekunda', 'Recarm']
INFO:root:['Recarm', 'Zio', 'Patra', 'Masukunda']
INFO:root:['Patra', 'Diarahan', 'Zio', 'Recarm']
INFO:root:['Dekunda', 'Patra', 'Masukunda', 'Diarahan']
INFO:root:['Sukukaja', 'Wind Boost', 'Patra', 'Tarukaja']
INFO:root:['Dekunda', 'Sukukaja', 'Rakukaja', 'Masukunda']
INFO:root:['Patra', 'Mind Charge', 'Diarahan', 'Rakukaja']
INFO:root:['Samsara', 'Recarm', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Growth 3']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Null Dark']
INFO:root:['Dekunda', 'Sukukaja', 'Patra', 'Rakukaja']
INFO:root:['Dekunda', 'Rakukaja', 'Masukunda', 'Patra']
INFO:root:['Patra', 'Diarama', 'Recarm', 'Tarukaja']
INFO:root:['Patra', 'Diarama', 'Sukukaja', 'Zio']
INFO:root:['Dekunda', 'Patra', 'Zio', 'Growth 3']
INFO:root:['Patra', 'Tarukaja', 'Recarm', 'Sukukaja']
INFO:root:['Patra', 'Diarama', 'Zio', 'Diarahan']
INFO:root:['Megido', 'Rakukaja', 'Patra', 'Mazionga']
INFO:root:['Panta Rhei', 'Recarm', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Dekunda', 'Recarm', 'Masukunda']
INFO:root:['Mazionga', 'Rakukaja', 'Wind Boost', 'Patra']
INFO:root:['Diarahan', 'Patra', 'Recarm', 'Diarama']
INFO:root:['Recarm', 'Patra', 'Rakukaja', 'Tarukaja']
INFO:root:['Dekunda', 'Sukukaja', 'Patra', 'Recarm']
