INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Megidolaon']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Megidolaon']
INFO:root:['Wind Amp', 'Tarukaja', 'Tetrakarn', 'Patra']
INFO:root:['Wind Amp', 'Charmdi', 'Patra', 'Garu']
INFO:root:['Mind Charge', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Garu', 'Patra', 'Tetrakarn', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Tarukaja', 'Mind Charge', 'Patra']
INFO:root:['Sukukaja', 'Ziodyne', 'Patra', 'Tarukaja']
INFO:root:['Garu', 'Mind Charge', 'Patra', 'Tetrakarn']
INFO:root:['Charmdi', 'Patra', 'Wind Amp', 'Tarukaja']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Salvation']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Tarukaja']
INFO:root:['Patra', 'Wind Amp', 'Charmdi', 'Tetrakarn']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Growth 3', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Mind Charge']
INFO:root:['Patra', 'Wind Amp', 'Growth 3', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Counter', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tetrakarn', 'Sukukaja']
INFO:root:['Sukukaja', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Growth 3', 'Patra', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Hama', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Wind Amp']
INFO:root:['Charmdi', 'Sukukaja', 'Ziodyne', 'Garu']
INFO:root:['Patra', 'Hama', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Growth 3']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Salvation', 'Garu', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Salvation']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Garu']
INFO:root:['Garu', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Megido', 'Charmdi', 'Mind Charge', 'Patra']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Unshaken Will']
INFO:root:['Charmdi', 'Garu', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Ziodyne', 'Tetrakarn']
INFO:root:['Salvation', 'Mind Charge', 'Charmdi', 'Spell Master']
INFO:root:['Tarukaja', 'Ziodyne', 'Patra', 'Charmdi']
INFO:root:['Garu', 'Patra', 'Tetrakarn', 'Charmdi']
INFO:root:['Patra', 'Salvation', 'Sukukaja', 'Growth 3']
INFO:root:['Growth 3', 'Tetrakarn', 'Sukukaja', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Tetrakarn', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Tarukaja']
INFO:root:['Garu', 'Tarukaja', 'Patra', 'Salvation']
INFO:root:['Charmdi', 'Spell Master', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Megidolaon', 'Sukukaja']
INFO:root:['Counter', 'Tarukaja', 'Patra', 'Hama']
INFO:root:['Tetrakarn', 'Patra', 'Counter', 'Mind Charge']
INFO:root:['Patra', 'Tarukaja', 'Counter', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Salvation']
INFO:root:['Mind Charge', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Salvation']
INFO:root:['Patra', 'Tarukaja', 'Salvation', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Counter']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Tetrakarn']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Salvation']
INFO:root:['Salvation', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Counter', 'Sukukaja']
INFO:root:['Sukukaja', 'Growth 3', 'Mind Charge', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Counter', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Garu']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Salvation']
INFO:root:['Charmdi', 'Tarukaja', 'Counter', 'Patra']
INFO:root:['Patra', 'Hama', 'Charmdi', 'Megidolaon']
INFO:root:['Megidolaon', 'Tarukaja', 'Charmdi', 'Salvation']
INFO:root:['Salvation', 'Charmdi', 'Garu', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Counter']
INFO:root:['Charmdi', 'Patra', 'Counter', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Wind Amp', 'Salvation']
INFO:root:['Mind Charge', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Mind Charge']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Sukukaja', 'Counter', 'Mind Charge']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Spell Master']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Sukukaja']
INFO:root:['Garu', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Salvation', 'Patra', 'Ziodyne', 'Megidolaon']
INFO:root:['Tetrakarn', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Counter', 'Salvation', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Mind Charge', 'Growth 3', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Mind Charge', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Counter']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Growth 3']
INFO:root:['Salvation', 'Patra', 'Sukukaja', 'Counter']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Tarukaja']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Megidolaon']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Tarukaja', 'Mind Charge', 'Garu']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Tarukaja']
INFO:root:['Charmdi', 'Tarukaja', 'Mind Charge', 'Patra']
INFO:root:['Salvation', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Garu', 'Mind Charge']
INFO:root:['Ziodyne', 'Salvation', 'Patra', 'Tarukaja']
INFO:root:['Sukukaja', 'Spell Master', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Tetrakarn', 'Mind Charge', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Tetrakarn', 'Charmdi', 'Garu']
INFO:root:['Mind Charge', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Tetrakarn']
INFO:root:['Garu', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Tetrakarn', 'Charmdi', 'Patra', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Megido']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Mind Charge']
INFO:root:['Tarukaja', 'Mind Charge', 'Sukukaja', 'Tetrakarn']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Spell Master', 'Tetrakarn']
INFO:root:['Salvation', 'Sukukaja', 'Megidolaon', 'Charmdi']
INFO:root:['Counter', 'Tarukaja', 'Mind Charge', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Counter']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Sukukaja', 'Charmdi', 'Growth 3', 'Wind Amp']
INFO:root:['Salvation', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Garu', 'Patra', 'Salvation', 'Ziodyne']
INFO:root:['Charmdi', 'Salvation', 'Tarukaja', 'Sukukaja']
INFO:root:['Charmdi', 'Sukukaja', 'Tarukaja', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Wind Amp']
INFO:root:['Patra', 'Garu', 'Megidolaon', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Salvation']
INFO:root:['Patra', 'Ziodyne', 'Charmdi', 'Tarukaja']
INFO:root:['Salvation', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Salvation']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Garu']
INFO:root:['Garu', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Tetrakarn', 'Counter']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Tetrakarn', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Ziodyne', 'Garu']
INFO:root:['Counter', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Wind Amp', 'Sukukaja', 'Tarukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Growth 3']
INFO:root:['Patra', 'Salvation', 'Garu', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Mind Charge']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Mind Charge']
INFO:root:['Sukukaja', 'Garu', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Wind Amp']
INFO:root:['Sukukaja', 'Megidolaon', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Megido', 'Tetrakarn']
INFO:root:['Mind Charge', 'Sukukaja', 'Megido', 'Charmdi']
INFO:root:['Growth 3', 'Patra', 'Garu', 'Charmdi']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Garu']
INFO:root:['Charmdi', 'Garu', 'Salvation', 'Wind Amp']
INFO:root:['Charmdi', 'Tarukaja', 'Garu', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Tetrakarn']
INFO:root:['Wind Amp', 'Patra', 'Mind Charge', 'Growth 3']
INFO:root:['Patra', 'Garu', 'Mind Charge', 'Tetrakarn']
INFO:root:['Megido', 'Patra', 'Charmdi', 'Wind Amp']
INFO:root:['Garu', 'Sukukaja', 'Tarukaja', 'Growth 3']
INFO:root:['Salvation', 'Patra', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Garu']
INFO:root:['Patra', 'Ziodyne', 'Mind Charge', 'Sukukaja']
INFO:root:['Tarukaja', 'Charmdi', 'Tetrakarn', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Salvation', 'Charmdi']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Wind Amp']
INFO:root:['Salvation', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Salvation']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Megidolaon']
INFO:root:['Growth 3', 'Tarukaja', 'Salvation', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Salvation']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Counter', 'Tetrakarn']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Ziodyne']
INFO:root:['Sukukaja', 'Patra', 'Wind Amp', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Garu']
INFO:root:['Garu', 'Sukukaja', 'Tarukaja', 'Patra']
INFO:root:['Charmdi', 'Salvation', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Garu']
INFO:root:['Tetrakarn', 'Charmdi', 'Tarukaja', 'Mind Charge']
INFO:root:['Patra', 'Tetrakarn', 'Tarukaja', 'Charmdi']
INFO:root:['Salvation', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Charmdi', 'Tetrakarn', 'Tarukaja', 'Sukukaja']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Tetrakarn', 'Charmdi']
INFO:root:['Mind Charge', 'Salvation', 'Sukukaja', 'Patra']
INFO:root:['Tarukaja', 'Hama', 'Charmdi', 'Patra']
INFO:root:['Tarukaja', 'Salvation', 'Patra', 'Charmdi']
INFO:root:['Mind Charge', 'Megido', 'Tarukaja', 'Sukukaja']
INFO:root:['Tarukaja', 'Salvation', 'Patra', 'Mind Charge']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Garu']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Garu']
INFO:root:['Ziodyne', 'Wind Amp', 'Megidolaon', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Wind Amp']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tetrakarn']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Tetrakarn']
INFO:root:['Garu', 'Patra', 'Ziodyne', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Ziodyne', 'Tetrakarn']
INFO:root:['Sukukaja', 'Tetrakarn', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Garu', 'Patra', 'Tetrakarn', 'Sukukaja']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Garu']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Tetrakarn', 'Charmdi']
INFO:root:['Charmdi', 'Mind Charge', 'Sukukaja', 'Patra']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Counter']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Tarukaja', 'Mind Charge', 'Garu', 'Patra']
INFO:root:['Patra', 'Wind Amp', 'Tarukaja', 'Mind Charge']
INFO:root:['Megido', 'Sukukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Salvation']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Salvation']
INFO:root:['Garu', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Salvation', 'Charmdi', 'Ziodyne', 'Patra']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Tarukaja']
INFO:root:['Tetrakarn', 'Charmdi', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Wind Amp', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Sukukaja', 'Tetrakarn', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Salvation', 'Tarukaja', 'Garu']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Tetrakarn', 'Sukukaja']
INFO:root:['Charmdi', 'Hama', 'Growth 3', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Growth 3']
INFO:root:['Charmdi', 'Garu', 'Mind Charge', 'Patra']
INFO:root:['Sukukaja', 'Charmdi', 'Ziodyne', 'Patra']
INFO:root:['Charmdi', 'Tetrakarn', 'Salvation', 'Patra']
INFO:root:['Charmdi', 'Wind Amp', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Wind Amp', 'Sukukaja', 'Garu']
INFO:root:['Sukukaja', 'Unshaken Will', 'Hama', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Ziodyne', 'Wind Amp']
INFO:root:['Mind Charge', 'Patra', 'Tetrakarn', 'Growth 3']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Salvation']
INFO:root:['Megidolaon', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Growth 3', 'Patra', 'Mind Charge']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Tetrakarn']
INFO:root:['Patra', 'Sukukaja', 'Megidolaon', 'Charmdi']
INFO:root:['Charmdi', 'Unshaken Will', 'Patra', 'Tarukaja']
INFO:root:['Sukukaja', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Unshaken Will', 'Counter']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Hama']
INFO:root:['Sukukaja', 'Patra', 'Growth 3', 'Charmdi']
INFO:root:['Salvation', 'Tetrakarn', 'Growth 3', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Sukukaja']
INFO:root:['Sukukaja', 'Patra', 'Garu', 'Charmdi']
INFO:root:['Charmdi', 'Mind Charge', 'Patra', 'Wind Amp']
INFO:root:['Patra', 'Tarukaja', 'Wind Amp', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Megidolaon', 'Patra', 'Growth 3', 'Hama']
INFO:root:['Patra', 'Sukukaja', 'Mind Charge', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Salvation']
INFO:root:['Patra', 'Tetrakarn', 'Garu', 'Tarukaja']
INFO:root:['Tarukaja', 'Mind Charge', 'Patra', 'Charmdi']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Garu', 'Patra', 'Tetrakarn', 'Tarukaja']
INFO:root:['Tarukaja', 'Charmdi', 'Garu', 'Unshaken Will']
INFO:root:['Salvation', 'Charmdi', 'Patra', 'Counter']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Megido']
INFO:root:['Mind Charge', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Wind Amp']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Tetrakarn']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Unshaken Will']
INFO:root:['Growth 3', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Megido']
INFO:root:['Tarukaja', 'Charmdi', 'Sukukaja', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Tetrakarn', 'Mind Charge']
INFO:root:['Charmdi', 'Tetrakarn', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Megido']
INFO:root:['Patra', 'Tetrakarn', 'Wind Amp', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Unshaken Will', 'Tarukaja']
INFO:root:['Garu', 'Charmdi', 'Patra', 'Mind Charge']
INFO:root:['Counter', 'Wind Amp', 'Salvation', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Salvation', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Wind Amp', 'Tetrakarn']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Tarukaja']
INFO:root:['Mind Charge', 'Patra', 'Garu', 'Sukukaja']
INFO:root:['Patra', 'Ziodyne', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Spell Master']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Garu']
INFO:root:['Charmdi', 'Tarukaja', 'Growth 3', 'Patra']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Mind Charge']
INFO:root:['Garu', 'Patra', 'Tetrakarn', 'Sukukaja']
INFO:root:['Sukukaja', 'Spell Master', 'Garu', 'Charmdi']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Salvation']
INFO:root:['Tarukaja', 'Charmdi', 'Salvation', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Ziodyne', 'Garu']
INFO:root:['Spell Master', 'Patra', 'Charmdi', 'Counter']
INFO:root:['Charmdi', 'Salvation', 'Patra', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Tetrakarn']
INFO:root:['Patra', 'Salvation', 'Tetrakarn', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Growth 3', 'Wind Amp', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Spell Master', 'Ziodyne', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Ziodyne', 'Mind Charge']
INFO:root:['Sukukaja', 'Patra', 'Salvation', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Salvation']
INFO:root:['Ziodyne', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Mind Charge', 'Growth 3']
INFO:root:['Tarukaja', 'Mind Charge', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Tetrakarn', 'Charmdi', 'Salvation']
INFO:root:['Garu', 'Patra', 'Tetrakarn', 'Charmdi']
INFO:root:['Mind Charge', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Counter']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Counter', 'Sukukaja']
INFO:root:['Sukukaja', 'Salvation', 'Patra', 'Megido']
INFO:root:['Tarukaja', 'Growth 3', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Garu']
INFO:root:['Salvation', 'Tetrakarn', 'Patra', 'Tarukaja']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Tetrakarn', 'Charmdi', 'Patra', 'Salvation']
INFO:root:['Tarukaja', 'Patra', 'Salvation', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Salvation']
INFO:root:['Garu', 'Patra', 'Tarukaja', 'Tetrakarn']
INFO:root:['Charmdi', 'Counter', 'Patra', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Garu', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Hama', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Ziodyne']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Hama']
INFO:root:['Patra', 'Charmdi', 'Wind Amp', 'Tarukaja']
INFO:root:['Salvation', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Sukukaja']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Charmdi']
INFO:root:['Growth 3', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Wind Amp', 'Garu']
INFO:root:['Sukukaja', 'Ziodyne', 'Unshaken Will', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Salvation']
INFO:root:['Charmdi', 'Sukukaja', 'Salvation', 'Patra']
INFO:root:['Tarukaja', 'Mind Charge', 'Patra', 'Tetrakarn']
INFO:root:['Counter', 'Mind Charge', 'Salvation', 'Spell Master']
INFO:root:['Counter', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Sukukaja', 'Patra', 'Unshaken Will', 'Mind Charge']
INFO:root:['Patra', 'Growth 3', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Counter', 'Growth 3', 'Charmdi']
INFO:root:['Sukukaja', 'Salvation', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Tetrakarn']
INFO:root:['Charmdi', 'Counter', 'Patra', 'Salvation']
INFO:root:['Sukukaja', 'Patra', 'Mind Charge', 'Megido']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tetrakarn']
