INFO:root:['Null Dark', 'Patra', 'Recarm', 'Sukukaja']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Mind Charge']
INFO:root:['Tarukaja', 'Sukukaja', 'Wind Amp', 'Growth 3']
INFO:root:['Tarukaja', 'Unshaken Will', 'Wind Amp', 'Recarm']
INFO:root:['Null Dark', 'Wind Amp', 'Spell Master', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Tarukaja', 'Wind Amp']
INFO:root:['Samsara', 'Tarukaja', 'Growth 3', 'Null Dark']
INFO:root:['Spell Master', 'Patra', 'Unshaken Will', 'Recarm']
INFO:root:['Wind Amp', 'Patra', 'Null Dark', 'Spell Master']
INFO:root:['Growth 3', 'Megidolaon', 'Samsara', 'Unshaken Will']
INFO:root:['Spell Master', 'Patra', 'Null Dark', 'Tarukaja']
INFO:root:['Marakunda', 'Patra', 'Samsara', 'Sukukaja']
INFO:root:['Samsara', 'Diarahan', 'Megidolaon', 'Unshaken Will']
INFO:root:['Growth 3', 'Wind Amp', 'Unshaken Will', 'Null Dark']
INFO:root:['Patra', 'Growth 3', 'Wind Amp', 'Samsara']
INFO:root:['Patra', 'Null Dark', 'Growth 3', 'Unshaken Will']
INFO:root:['Spell Master', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Samsara', 'Sukukaja', 'Tarukaja', 'Null Dark']
INFO:root:['Spell Master', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Megidolaon', 'Growth 3']
INFO:root:['Marakunda', 'Growth 3', 'Samsara', 'Null Dark']
INFO:root:['Unshaken Will', 'Wind Amp', 'Samsara', 'Marakunda']
INFO:root:['Samsara', 'Null Dark', 'Marakunda', 'Patra']
INFO:root:['Unshaken Will', 'Samsara', 'Sukukaja', 'Growth 3']
INFO:root:['Wind Amp', 'Sukukaja', 'Growth 3', 'Recarm']
INFO:root:['Null Dark', 'Wind Amp', 'Patra', 'Samsara']
INFO:root:['Null Dark', 'Growth 3', 'Samsara', 'Sukukaja']
INFO:root:['Spell Master', 'Null Dark', 'Patra', 'Samsara']
INFO:root:['Samsara', 'Recarm', 'Spell Master', 'Patra']
INFO:root:['Tarukaja', 'Growth 3', 'Patra', 'Null Dark']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Marakunda', 'Patra', 'Wind Amp', 'Spell Master']
INFO:root:['Spell Master', 'Null Dark', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Null Dark']
INFO:root:['Sukukaja', 'Marakunda', 'Samsara', 'Wind Amp']
INFO:root:['Growth 3', 'Spell Master', 'Patra', 'Sukukaja']
INFO:root:['Mind Charge', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Samsara', 'Sukukaja', 'Wind Amp', 'Null Dark']
INFO:root:['Patra', 'Wind Amp', 'Tarukaja', 'Null Dark']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Wind Amp']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Patra']
INFO:root:['Samsara', 'Sukukaja', 'Wind Amp', 'Patra']
INFO:root:['Wind Amp', 'Unshaken Will', 'Diarahan', 'Growth 3']
INFO:root:['Growth 3', 'Null Dark', 'Sukukaja', 'Unshaken Will']
INFO:root:['Wind Amp', 'Patra', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Wind Amp', 'Marakunda']
INFO:root:['Megidolaon', 'Mind Charge', 'Samsara', 'Patra']
INFO:root:['Growth 3', 'Patra', 'Diarahan', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Sukukaja', 'Recarm']
INFO:root:['Diarahan', 'Spell Master', 'Patra', 'Wind Amp']
INFO:root:['Spell Master', 'Wind Amp', 'Patra', 'Growth 3']
INFO:root:['Wind Amp', 'Sukukaja', 'Mind Charge', 'Patra']
INFO:root:['Patra', 'Samsara', 'Recarm', 'Null Dark']
INFO:root:['Patra', 'Growth 3', 'Tetrakarn', 'Null Dark']
INFO:root:['Null Dark', 'Tarukaja', 'Tetrakarn', 'Sukukaja']
INFO:root:['Spell Master', 'Null Dark', 'Patra', 'Sukukaja']
INFO:root:['Samsara', 'Growth 3', 'Mind Charge', 'Sukukaja']
INFO:root:['Megidolaon', 'Spell Master', 'Tetrakarn', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Sukukaja', 'Tarukaja']
INFO:root:['Sukukaja', 'Spell Master', 'Tarukaja', 'Patra']
INFO:root:['Null Dark', 'Patra', 'Growth 3', 'Samsara']
INFO:root:['Growth 3', 'Samsara', 'Spell Master', 'Tarukaja']
INFO:root:['Unshaken Will', 'Null Dark', 'Samsara', 'Tarukaja']
INFO:root:['Samsara', 'Null Dark', 'Growth 3', 'Marakunda']
INFO:root:['Diarahan', 'Growth 3', 'Patra', 'Marakunda']
INFO:root:['Null Dark', 'Tarukaja', 'Growth 3', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Growth 3', 'Unshaken Will']
INFO:root:['Spell Master', 'Mind Charge', 'Samsara', 'Unshaken Will']
INFO:root:['Spell Master', 'Wind Amp', 'Null Dark', 'Growth 3']
INFO:root:['Samsara', 'Null Dark', 'Sukukaja', 'Wind Amp']
INFO:root:['Tarukaja', 'Sukukaja', 'Mind Charge', 'Wind Amp']
INFO:root:['Unshaken Will', 'Null Dark', 'Spell Master', 'Marakunda']
INFO:root:['Samsara', 'Patra', 'Null Dark', 'Growth 3']
INFO:root:['Patra', 'Samsara', 'Spell Master', 'Tetrakarn']
INFO:root:['Wind Amp', 'Samsara', 'Unshaken Will', 'Null Dark']
INFO:root:['Mind Charge', 'Tarukaja', 'Patra', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Mind Charge']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Sukukaja']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Recarm']
INFO:root:['Null Dark', 'Tarukaja', 'Growth 3', 'Mind Charge']
INFO:root:['Diarahan', 'Samsara', 'Null Dark', 'Tarukaja']
INFO:root:['Wind Amp', 'Unshaken Will', 'Mind Charge', 'Samsara']
INFO:root:['Tarukaja', 'Samsara', 'Wind Amp', 'Spell Master']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Marakunda']
INFO:root:['Wind Amp', 'Samsara', 'Mind Charge', 'Spell Master']
INFO:root:['Wind Amp', 'Diarahan', 'Unshaken Will', 'Samsara']
INFO:root:['Tarukaja', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Samsara', 'Recarm', 'Unshaken Will', 'Growth 3']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Tarukaja', 'Wind Amp', 'Growth 3', 'Samsara']
INFO:root:['Unshaken Will', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Samsara', 'Patra', 'Null Dark', 'Spell Master']
INFO:root:['Patra', 'Wind Amp', 'Tarukaja', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Patra']
INFO:root:['Null Dark', 'Growth 3', 'Samsara', 'Patra']
INFO:root:['Null Dark', 'Wind Amp', 'Tarukaja', 'Samsara']
INFO:root:['Wind Amp', 'Samsara', 'Unshaken Will', 'Null Dark']
INFO:root:['Tetrakarn', 'Growth 3', 'Wind Amp', 'Recarm']
INFO:root:['Samsara', 'Marakunda', 'Unshaken Will', 'Patra']
INFO:root:['Samsara', 'Tarukaja', 'Wind Amp', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Mind Charge', 'Growth 3']
INFO:root:['Growth 3', 'Tetrakarn', 'Samsara', 'Recarm']
INFO:root:['Growth 3', 'Null Dark', 'Samsara', 'Wind Amp']
INFO:root:['Null Dark', 'Tarukaja', 'Wind Amp', 'Samsara']
INFO:root:['Wind Amp', 'Null Dark', 'Unshaken Will', 'Growth 3']
INFO:root:['Sukukaja', 'Megidolaon', 'Growth 3', 'Patra']
INFO:root:['Growth 3', 'Samsara', 'Diarahan', 'Spell Master']
INFO:root:['Samsara', 'Growth 3', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Spell Master', 'Patra', 'Growth 3']
INFO:root:['Null Dark', 'Growth 3', 'Unshaken Will', 'Samsara']
INFO:root:['Spell Master', 'Patra', 'Samsara', 'Wind Amp']
INFO:root:['Wind Amp', 'Growth 3', 'Unshaken Will', 'Spell Master']
INFO:root:['Null Dark', 'Spell Master', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Patra']
INFO:root:['Wind Amp', 'Patra', 'Spell Master', 'Growth 3']
INFO:root:['Spell Master', 'Patra', 'Null Dark', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Null Dark', 'Spell Master']
INFO:root:['Spell Master', 'Null Dark', 'Samsara', 'Marakunda']
INFO:root:['Null Dark', 'Unshaken Will', 'Diarahan', 'Samsara']
INFO:root:['Marakunda', 'Null Dark', 'Sukukaja', 'Mind Charge']
INFO:root:['Sukukaja', 'Spell Master', 'Recarm', 'Unshaken Will']
INFO:root:['Null Dark', 'Marakunda', 'Patra', 'Spell Master']
INFO:root:['Unshaken Will', 'Patra', 'Megidolaon', 'Growth 3']
INFO:root:['Samsara', 'Diarahan', 'Mind Charge', 'Patra']
INFO:root:['Null Dark', 'Unshaken Will', 'Sukukaja', 'Recarm']
INFO:root:['Null Dark', 'Unshaken Will', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Null Dark', 'Marakunda']
INFO:root:['Patra', 'Growth 3', 'Tarukaja', 'Marakunda']
INFO:root:['Samsara', 'Tarukaja', 'Null Dark', 'Growth 3']
INFO:root:['Spell Master', 'Mind Charge', 'Wind Amp', 'Diarahan']
INFO:root:['Wind Amp', 'Samsara', 'Megidolaon', 'Null Dark']
INFO:root:['Null Dark', 'Wind Amp', 'Unshaken Will', 'Tetrakarn']
INFO:root:['Recarm', 'Wind Amp', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Diarahan', 'Tarukaja', 'Marakunda']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Tetrakarn']
INFO:root:['Samsara', 'Sukukaja', 'Patra', 'Spell Master']
INFO:root:['Unshaken Will', 'Growth 3', 'Tetrakarn', 'Samsara']
INFO:root:['Megidolaon', 'Samsara', 'Wind Amp', 'Null Dark']
INFO:root:['Tarukaja', 'Samsara', 'Diarahan', 'Patra']
INFO:root:['Unshaken Will', 'Wind Amp', 'Samsara', 'Patra']
INFO:root:['Unshaken Will', 'Samsara', 'Wind Amp', 'Spell Master']
INFO:root:['Spell Master', 'Unshaken Will', 'Samsara', 'Recarm']
INFO:root:['Tarukaja', 'Wind Amp', 'Null Dark', 'Growth 3']
INFO:root:['Samsara', 'Sukukaja', 'Spell Master', 'Tetrakarn']
INFO:root:['Samsara', 'Growth 3', 'Unshaken Will', 'Null Dark']
INFO:root:['Spell Master', 'Wind Amp', 'Samsara', 'Sukukaja']
INFO:root:['Spell Master', 'Patra', 'Samsara', 'Growth 3']
INFO:root:['Null Dark', 'Wind Amp', 'Samsara', 'Mind Charge']
INFO:root:['Samsara', 'Wind Amp', 'Recarm', 'Null Dark']
INFO:root:['Growth 3', 'Patra', 'Null Dark', 'Tetrakarn']
INFO:root:['Marakunda', 'Sukukaja', 'Patra', 'Wind Amp']
INFO:root:['Samsara', 'Patra', 'Wind Amp', 'Marakunda']
INFO:root:['Growth 3', 'Samsara', 'Diarahan', 'Spell Master']
INFO:root:['Unshaken Will', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Mind Charge', 'Patra', 'Tarukaja', 'Marakunda']
INFO:root:['Diarahan', 'Samsara', 'Wind Amp', 'Unshaken Will']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Marakunda']
INFO:root:['Spell Master', 'Unshaken Will', 'Sukukaja', 'Patra']
INFO:root:['Recarm', 'Samsara', 'Growth 3', 'Mind Charge']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Spell Master']
INFO:root:['Samsara', 'Unshaken Will', 'Tarukaja', 'Wind Amp']
INFO:root:['Tetrakarn', 'Samsara', 'Patra', 'Sukukaja']
INFO:root:['Growth 3', 'Samsara', 'Spell Master', 'Megidolaon']
INFO:root:['Null Dark', 'Growth 3', 'Patra', 'Recarm']
INFO:root:['Tarukaja', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Mind Charge', 'Tarukaja', 'Growth 3', 'Sukukaja']
INFO:root:['Marakunda', 'Spell Master', 'Patra', 'Recarm']
INFO:root:['Patra', 'Sukukaja', 'Unshaken Will', 'Null Dark']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Spell Master']
INFO:root:['Growth 3', 'Patra', 'Wind Amp', 'Samsara']
INFO:root:['Samsara', 'Tetrakarn', 'Patra', 'Wind Amp']
INFO:root:['Tarukaja', 'Wind Amp', 'Marakunda', 'Growth 3']
INFO:root:['Sukukaja', 'Growth 3', 'Unshaken Will', 'Null Dark']
INFO:root:['Unshaken Will', 'Spell Master', 'Growth 3', 'Null Dark']
INFO:root:['Samsara', 'Marakunda', 'Diarahan', 'Growth 3']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Tetrakarn']
INFO:root:['Samsara', 'Null Dark', 'Sukukaja', 'Patra']
INFO:root:['Sukukaja', 'Patra', 'Spell Master', 'Tetrakarn']
INFO:root:['Samsara', 'Growth 3', 'Tarukaja', 'Megidolaon']
INFO:root:['Growth 3', 'Tarukaja', 'Null Dark', 'Samsara']
INFO:root:['Spell Master', 'Samsara', 'Diarahan', 'Growth 3']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Spell Master', 'Samsara', 'Tarukaja', 'Null Dark']
INFO:root:['Samsara', 'Marakunda', 'Patra', 'Null Dark']
INFO:root:['Patra', 'Unshaken Will', 'Growth 3', 'Spell Master']
INFO:root:['Tarukaja', 'Unshaken Will', 'Recarm', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Null Dark']
INFO:root:['Samsara', 'Tarukaja', 'Growth 3', 'Wind Amp']
INFO:root:['Samsara', 'Growth 3', 'Diarahan', 'Unshaken Will']
INFO:root:['Wind Amp', 'Mind Charge', 'Samsara', 'Patra']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Tarukaja']
INFO:root:['Growth 3', 'Samsara', 'Marakunda', 'Patra']
INFO:root:['Samsara', 'Unshaken Will', 'Patra', 'Sukukaja']
INFO:root:['Tetrakarn', 'Wind Amp', 'Growth 3', 'Spell Master']
INFO:root:['Wind Amp', 'Megidolaon', 'Samsara', 'Patra']
INFO:root:['Samsara', 'Null Dark', 'Mind Charge', 'Patra']
INFO:root:['Samsara', 'Wind Amp', 'Tarukaja', 'Diarahan']
INFO:root:['Tetrakarn', 'Growth 3', 'Null Dark', 'Sukukaja']
INFO:root:['Samsara', 'Wind Amp', 'Null Dark', 'Tarukaja']
INFO:root:['Tarukaja', 'Sukukaja', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Marakunda', 'Growth 3', 'Null Dark']
INFO:root:['Tarukaja', 'Samsara', 'Growth 3', 'Spell Master']
INFO:root:['Tarukaja', 'Growth 3', 'Diarahan', 'Unshaken Will']
INFO:root:['Wind Amp', 'Null Dark', 'Megidolaon', 'Unshaken Will']
INFO:root:['Marakunda', 'Tarukaja', 'Growth 3', 'Unshaken Will']
INFO:root:['Null Dark', 'Tarukaja', 'Megidolaon', 'Unshaken Will']
INFO:root:['Tarukaja', 'Patra', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Tetrakarn', 'Spell Master', 'Sukukaja']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Tarukaja']
INFO:root:['Patra', 'Null Dark', 'Wind Amp', 'Growth 3']
INFO:root:['Wind Amp', 'Patra', 'Sukukaja', 'Null Dark']
INFO:root:['Patra', 'Samsara', 'Wind Amp', 'Null Dark']
INFO:root:['Growth 3', 'Null Dark', 'Wind Amp', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Diarahan', 'Megidolaon']
INFO:root:['Recarm', 'Tarukaja', 'Patra', 'Growth 3']
INFO:root:['Patra', 'Growth 3', 'Samsara', 'Wind Amp']
INFO:root:['Patra', 'Wind Amp', 'Growth 3', 'Spell Master']
INFO:root:['Patra', 'Wind Amp', 'Unshaken Will', 'Growth 3']
INFO:root:['Samsara', 'Megidolaon', 'Null Dark', 'Recarm']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Marakunda', 'Samsara', 'Diarahan', 'Patra']
INFO:root:['Null Dark', 'Patra', 'Spell Master', 'Unshaken Will']
INFO:root:['Spell Master', 'Null Dark', 'Growth 3', 'Samsara']
INFO:root:['Marakunda', 'Patra', 'Growth 3', 'Null Dark']
INFO:root:['Growth 3', 'Spell Master', 'Unshaken Will', 'Recarm']
INFO:root:['Samsara', 'Patra', 'Null Dark', 'Growth 3']
INFO:root:['Growth 3', 'Sukukaja', 'Wind Amp', 'Patra']
INFO:root:['Tarukaja', 'Patra', 'Null Dark', 'Samsara']
INFO:root:['Patra', 'Sukukaja', 'Samsara', 'Mind Charge']
INFO:root:['Wind Amp', 'Tarukaja', 'Samsara', 'Recarm']
INFO:root:['Samsara', 'Growth 3', 'Tarukaja', 'Spell Master']
INFO:root:['Marakunda', 'Tarukaja', 'Unshaken Will', 'Samsara']
INFO:root:['Growth 3', 'Wind Amp', 'Null Dark', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Tarukaja']
INFO:root:['Null Dark', 'Tarukaja', 'Unshaken Will', 'Spell Master']
INFO:root:['Growth 3', 'Wind Amp', 'Tarukaja', 'Null Dark']
INFO:root:['Wind Amp', 'Recarm', 'Megidolaon', 'Growth 3']
INFO:root:['Tarukaja', 'Patra', 'Wind Amp', 'Mind Charge']
INFO:root:['Unshaken Will', 'Samsara', 'Growth 3', 'Wind Amp']
INFO:root:['Samsara', 'Null Dark', 'Sukukaja', 'Diarahan']
INFO:root:['Patra', 'Samsara', 'Spell Master', 'Diarahan']
INFO:root:['Recarm', 'Unshaken Will', 'Samsara', 'Null Dark']
INFO:root:['Growth 3', 'Null Dark', 'Tarukaja', 'Spell Master']
INFO:root:['Samsara', 'Null Dark', 'Spell Master', 'Tetrakarn']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Megidolaon', 'Samsara', 'Recarm', 'Marakunda']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Wind Amp']
INFO:root:['Growth 3', 'Wind Amp', 'Unshaken Will', 'Spell Master']
INFO:root:['Growth 3', 'Wind Amp', 'Patra', 'Unshaken Will']
INFO:root:['Samsara', 'Growth 3', 'Tarukaja', 'Null Dark']
INFO:root:['Growth 3', 'Wind Amp', 'Samsara', 'Recarm']
INFO:root:['Growth 3', 'Samsara', 'Spell Master', 'Patra']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Null Dark']
INFO:root:['Growth 3', 'Tarukaja', 'Sukukaja', 'Unshaken Will']
INFO:root:['Wind Amp', 'Marakunda', 'Patra', 'Growth 3']
INFO:root:['Unshaken Will', 'Wind Amp', 'Growth 3', 'Sukukaja']
INFO:root:['Sukukaja', 'Null Dark', 'Patra', 'Wind Amp']
INFO:root:['Marakunda', 'Wind Amp', 'Samsara', 'Growth 3']
INFO:root:['Wind Amp', 'Growth 3', 'Spell Master', 'Unshaken Will']
INFO:root:['Sukukaja', 'Mind Charge', 'Null Dark', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Spell Master', 'Megidolaon']
INFO:root:['Sukukaja', 'Growth 3', 'Samsara', 'Patra']
INFO:root:['Spell Master', 'Patra', 'Null Dark', 'Wind Amp']
INFO:root:['Tarukaja', 'Spell Master', 'Samsara', 'Null Dark']
INFO:root:['Null Dark', 'Marakunda', 'Spell Master', 'Samsara']
INFO:root:['Megidolaon', 'Sukukaja', 'Samsara', 'Null Dark']
INFO:root:['Patra', 'Sukukaja', 'Samsara', 'Marakunda']
INFO:root:['Wind Amp', 'Mind Charge', 'Patra', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Sukukaja', 'Growth 3']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Tarukaja']
INFO:root:['Wind Amp', 'Recarm', 'Patra', 'Diarahan']
INFO:root:['Sukukaja', 'Tarukaja', 'Samsara', 'Null Dark']
INFO:root:['Growth 3', 'Null Dark', 'Sukukaja', 'Samsara']
INFO:root:['Samsara', 'Unshaken Will', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Null Dark', 'Tarukaja', 'Patra']
INFO:root:['Growth 3', 'Wind Amp', 'Samsara', 'Patra']
INFO:root:['Spell Master', 'Growth 3', 'Samsara', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Null Dark', 'Recarm']
INFO:root:['Growth 3', 'Null Dark', 'Wind Amp', 'Samsara']
INFO:root:['Growth 3', 'Samsara', 'Unshaken Will', 'Wind Amp']
INFO:root:['Marakunda', 'Growth 3', 'Null Dark', 'Unshaken Will']
INFO:root:['Null Dark', 'Growth 3', 'Spell Master', 'Samsara']
INFO:root:['Samsara', 'Spell Master', 'Patra', 'Growth 3']
INFO:root:['Sukukaja', 'Unshaken Will', 'Samsara', 'Megidolaon']
INFO:root:['Growth 3', 'Samsara', 'Recarm', 'Unshaken Will']
INFO:root:['Null Dark', 'Patra', 'Wind Amp', 'Growth 3']
INFO:root:['Wind Amp', 'Samsara', 'Spell Master', 'Null Dark']
INFO:root:['Spell Master', 'Wind Amp', 'Null Dark', 'Sukukaja']
INFO:root:['Tarukaja', 'Megidolaon', 'Samsara', 'Mind Charge']
INFO:root:['Wind Amp', 'Null Dark', 'Growth 3', 'Diarahan']
INFO:root:['Samsara', 'Tarukaja', 'Spell Master', 'Growth 3']
INFO:root:['Marakunda', 'Spell Master', 'Sukukaja', 'Tetrakarn']
INFO:root:['Patra', 'Sukukaja', 'Samsara', 'Null Dark']
INFO:root:['Tarukaja', 'Growth 3', 'Unshaken Will', 'Samsara']
INFO:root:['Growth 3', 'Mind Charge', 'Null Dark', 'Samsara']
INFO:root:['Recarm', 'Tarukaja', 'Wind Amp', 'Growth 3']
INFO:root:['Wind Amp', 'Patra', 'Spell Master', 'Sukukaja']
INFO:root:['Samsara', 'Patra', 'Spell Master', 'Wind Amp']
INFO:root:['Growth 3', 'Spell Master', 'Patra', 'Samsara']
INFO:root:['Samsara', 'Recarm', 'Patra', 'Growth 3']
INFO:root:['Recarm', 'Unshaken Will', 'Growth 3', 'Spell Master']
INFO:root:['Patra', 'Mind Charge', 'Spell Master', 'Wind Amp']
INFO:root:['Marakunda', 'Patra', 'Wind Amp', 'Null Dark']
INFO:root:['Samsara', 'Tetrakarn', 'Unshaken Will', 'Wind Amp']
INFO:root:['Sukukaja', 'Growth 3', 'Wind Amp', 'Marakunda']
INFO:root:['Sukukaja', 'Wind Amp', 'Samsara', 'Null Dark']
INFO:root:['Patra', 'Tarukaja', 'Samsara', 'Sukukaja']
INFO:root:['Samsara', 'Wind Amp', 'Marakunda', 'Growth 3']
INFO:root:['Wind Amp', 'Growth 3', 'Patra', 'Samsara']
INFO:root:['Null Dark', 'Samsara', 'Spell Master', 'Tarukaja']
INFO:root:['Samsara', 'Unshaken Will', 'Null Dark', 'Patra']
INFO:root:['Null Dark', 'Spell Master', 'Samsara', 'Growth 3']
INFO:root:['Spell Master', 'Samsara', 'Diarahan', 'Tarukaja']
INFO:root:['Growth 3', 'Null Dark', 'Wind Amp', 'Spell Master']
INFO:root:['Spell Master', 'Null Dark', 'Wind Amp', 'Patra']
INFO:root:['Patra', 'Tarukaja', 'Samsara', 'Unshaken Will']
INFO:root:['Diarahan', 'Unshaken Will', 'Samsara', 'Sukukaja']
INFO:root:['Tarukaja', 'Wind Amp', 'Samsara', 'Marakunda']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Sukukaja']
INFO:root:['Samsara', 'Unshaken Will', 'Mind Charge', 'Spell Master']
INFO:root:['Mind Charge', 'Unshaken Will', 'Samsara', 'Spell Master']
INFO:root:['Unshaken Will', 'Wind Amp', 'Samsara', 'Spell Master']
INFO:root:['Null Dark', 'Samsara', 'Patra', 'Wind Amp']
INFO:root:['Wind Amp', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Diarahan', 'Marakunda', 'Patra']
INFO:root:['Recarm', 'Samsara', 'Sukukaja', 'Growth 3']
INFO:root:['Patra', 'Samsara', 'Tarukaja', 'Null Dark']
INFO:root:['Samsara', 'Wind Amp', 'Null Dark', 'Patra']
INFO:root:['Patra', 'Growth 3', 'Wind Amp', 'Samsara']
INFO:root:['Patra', 'Wind Amp', 'Growth 3', 'Tarukaja']
INFO:root:['Patra', 'Spell Master', 'Samsara', 'Marakunda']
INFO:root:['Samsara', 'Null Dark', 'Patra', 'Wind Amp']
INFO:root:['Growth 3', 'Tarukaja', 'Samsara', 'Spell Master']
INFO:root:['Null Dark', 'Marakunda', 'Growth 3', 'Spell Master']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Mind Charge']
INFO:root:['Tarukaja', 'Null Dark', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Sukukaja', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Recarm', 'Growth 3', 'Patra']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Tarukaja']
INFO:root:['Samsara', 'Unshaken Will', 'Growth 3', 'Mind Charge']
INFO:root:['Null Dark', 'Wind Amp', 'Tarukaja', 'Samsara']
INFO:root:['Samsara', 'Diarahan', 'Patra', 'Growth 3']
INFO:root:['Wind Amp', 'Marakunda', 'Samsara', 'Unshaken Will']
INFO:root:['Growth 3', 'Spell Master', 'Wind Amp', 'Samsara']
INFO:root:['Samsara', 'Spell Master', 'Growth 3', 'Wind Amp']
INFO:root:['Samsara', 'Marakunda', 'Sukukaja', 'Null Dark']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Spell Master']
INFO:root:['Samsara', 'Null Dark', 'Spell Master', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Marakunda']
INFO:root:['Wind Amp', 'Growth 3', 'Recarm', 'Samsara']
INFO:root:['Wind Amp', 'Growth 3', 'Spell Master', 'Null Dark']
INFO:root:['Tarukaja', 'Growth 3', 'Patra', 'Samsara']
INFO:root:['Patra', 'Wind Amp', 'Growth 3', 'Sukukaja']
INFO:root:['Wind Amp', 'Growth 3', 'Sukukaja', 'Null Dark']
INFO:root:['Patra', 'Spell Master', 'Growth 3', 'Recarm']
INFO:root:['Samsara', 'Patra', 'Spell Master', 'Sukukaja']
INFO:root:['Null Dark', 'Growth 3', 'Samsara', 'Sukukaja']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Mind Charge']
INFO:root:['Tarukaja', 'Sukukaja', 'Samsara', 'Wind Amp']
INFO:root:['Spell Master', 'Null Dark', 'Unshaken Will', 'Samsara']
INFO:root:['Samsara', 'Tarukaja', 'Patra', 'Marakunda']
INFO:root:['Growth 3', 'Marakunda', 'Unshaken Will', 'Tetrakarn']
INFO:root:['Samsara', 'Spell Master', 'Recarm', 'Wind Amp']
INFO:root:['Spell Master', 'Recarm', 'Growth 3', 'Null Dark']
INFO:root:['Null Dark', 'Unshaken Will', 'Sukukaja', 'Patra']
INFO:root:['Marakunda', 'Wind Amp', 'Unshaken Will', 'Null Dark']
INFO:root:['Samsara', 'Marakunda', 'Null Dark', 'Wind Amp']
