INFO:root:['Wind Amp', 'High Counter', 'Power Slash', 'Mind Charge', 'Dodge Ice']
INFO:root:['Salvation', 'Wind Amp', 'Mudoon', 'Mind Charge', 'Power Slash']
INFO:root:['High Counter', 'Dodge Slash', 'Survive Light', 'Salvation', 'Wind Amp']
INFO:root:['Salvation', 'Dodge Slash', 'Dodge Ice', 'Rakukaja', 'Absorb Slash']
INFO:root:['Victory Cry', 'Rakukaja', 'Mind Charge', 'Dodge Slash', 'Life Drain']
INFO:root:['Mind Charge', 'Counter', 'Rakukaja', 'Spell Master', 'Wind Amp']
INFO:root:['Dodge Ice', 'Rakukaja', 'Survive Light', 'Counter', 'Absorb Slash']
INFO:root:['Mudoon', 'Dodge Slash', 'Rakukaja', 'Absorb Slash', 'Wind Amp']
INFO:root:['Mind Charge', 'Wind Amp', 'Victory Cry', 'Rakukaja', 'Power Slash']
INFO:root:['Dodge Slash', 'Mind Charge', 'Spell Master', 'Survive Light', 'Wind Amp']
INFO:root:['Rakukaja', 'Wind Amp', 'Victory Cry', 'Survive Light', 'Dodge Slash']
INFO:root:['Survive Light', 'Wind Amp', 'Mighty Swing', 'Mind Charge', 'Spell Master']
INFO:root:['Absorb Slash', 'Dodge Ice', 'Power Slash', 'Wind Amp', 'Mind Charge']
INFO:root:['Counter', 'Salvation', 'Power Slash', 'Mind Charge', 'Wind Amp']
INFO:root:['Power Slash', 'Wind Amp', 'Morning Star', 'Mind Charge', 'Getsu-ei']
INFO:root:['Dodge Ice', 'Counter', 'High Counter', 'Life Drain', 'Mudoon']
INFO:root:['Rakukaja', 'Getsu-ei', 'Dodge Ice', 'Wind Amp', 'Survive Light']
INFO:root:['Counter', 'High Counter', 'Rakukaja', 'Dodge Slash', 'Survive Light']
INFO:root:['Counter', 'Wind Amp', 'Mind Charge', 'Mudoon', 'Dodge Slash']
INFO:root:['Victory Cry', 'Salvation', 'Dodge Slash', 'Dodge Ice', 'Rakukaja']
INFO:root:['Mind Charge', 'Rakukaja', 'Victory Cry', 'Absorb Slash', 'Dodge Slash']
INFO:root:['Dodge Slash', 'Counter', 'Zan-ei', 'Mind Charge', 'Getsu-ei']
INFO:root:['Rakukaja', 'Survive Light', 'Getsu-ei', 'Counter', 'Mudoon']
INFO:root:['Counter', 'Mind Charge', 'Power Slash', 'Dodge Slash', 'Rakukaja']
INFO:root:['Rakukaja', 'Dodge Ice', 'Power Slash', 'Wind Amp', 'Survive Light']
INFO:root:['High Counter', 'Spell Master', 'Absorb Slash', 'Dodge Ice', 'Wind Amp']
INFO:root:['Wind Amp', 'Victory Cry', 'Rakukaja', 'Salvation', 'Power Slash']
INFO:root:['Survive Light', 'Zan-ei', 'Counter', 'Dodge Ice', 'Power Slash']
INFO:root:['Counter', 'Salvation', 'Dodge Slash', 'Mudoon', 'Survive Light']
INFO:root:['Mudoon', 'High Counter', 'Absorb Slash', 'Dodge Slash', 'Victory Cry']
INFO:root:['Wind Amp', 'Counter', 'High Counter', 'Salvation', 'Mind Charge']
INFO:root:['Dodge Ice', 'Mighty Swing', 'Mind Charge', 'Absorb Slash', 'Rakukaja']
INFO:root:['High Counter', 'Wind Amp', 'Getsu-ei', 'Mudoon', 'Dodge Slash']
INFO:root:['Life Drain', 'Power Slash', 'Dodge Slash', 'Rakukaja', 'Mudoon']
INFO:root:['Dodge Slash', 'Rakukaja', 'Spell Master', 'Survive Light', 'Wind Amp']
INFO:root:['Mind Charge', 'Dodge Ice', 'Wind Amp', 'Absorb Slash', 'Power Slash']
INFO:root:['Salvation', 'Dodge Ice', 'Dodge Slash', 'Rakukaja', 'Spell Master']
INFO:root:['Getsu-ei', 'Life Drain', 'Absorb Slash', 'Rakukaja', 'High Counter']
INFO:root:['Life Drain', 'Mudoon', 'Counter', 'Victory Cry', 'Dodge Ice']
INFO:root:['Dodge Slash', 'Dodge Ice', 'High Counter', 'Rakukaja', 'Salvation']
INFO:root:['Survive Light', 'Power Slash', 'Salvation', 'Counter', 'High Counter']
INFO:root:['Rakukaja', 'Victory Cry', 'Mudoon', 'Wind Amp', 'Counter']
INFO:root:['Dodge Slash', 'Rakukaja', 'Counter', 'Wind Amp', 'Getsu-ei']
INFO:root:['Dodge Ice', 'Mudoon', 'Wind Amp', 'Survive Light', 'Counter']
INFO:root:['Rakukaja', 'Survive Light', 'Victory Cry', 'Salvation', 'Wind Amp']
INFO:root:['Mind Charge', 'Counter', 'Rakukaja', 'Dodge Slash', 'Life Drain']
INFO:root:['Dodge Ice', 'Mudoon', 'Power Slash', 'Morning Star', 'Wind Amp']
INFO:root:['Spell Master', 'Dodge Ice', 'Absorb Slash', 'Survive Light', 'Rakukaja']
INFO:root:['Spell Master', 'Mind Charge', 'Dodge Slash', 'Survive Light', 'Mudoon']
INFO:root:['Spell Master', 'Rakukaja', 'Victory Cry', 'Dodge Ice', 'Survive Light']
INFO:root:['Victory Cry', 'Dodge Ice', 'Spell Master', 'Mudoon', 'Counter']
INFO:root:['Dodge Slash', 'Dodge Ice', 'Mudoon', 'Rakukaja', 'Survive Light']
INFO:root:['Spell Master', 'Mind Charge', 'Life Drain', 'Dodge Ice', 'Victory Cry']
INFO:root:['Survive Light', 'Rakukaja', 'Dodge Ice', 'Dodge Slash', 'Counter']
INFO:root:['Life Drain', 'Rakukaja', 'Absorb Slash', 'Dodge Ice', 'Salvation']
INFO:root:['Dodge Ice', 'Victory Cry', 'Dodge Slash', 'Survive Light', 'Mudoon']
INFO:root:['Wind Amp', 'Rakukaja', 'Counter', 'Spell Master', 'Dodge Ice']
INFO:root:['High Counter', 'Dodge Ice', 'Counter', 'Rakukaja', 'Mighty Swing']
INFO:root:['Counter', 'Survive Light', 'Wind Amp', 'Zan-ei', 'Rakukaja']
INFO:root:['Zan-ei', 'Rakukaja', 'Mudoon', 'Counter', 'Salvation']
INFO:root:['Rakukaja', 'Dodge Slash', 'Mudoon', 'Mighty Swing', 'Absorb Slash']
INFO:root:['Dodge Ice', 'Rakukaja', 'Mind Charge', 'Victory Cry', 'High Counter']
INFO:root:['Counter', 'Survive Light', 'Rakukaja', 'Mind Charge', 'Victory Cry']
INFO:root:['Salvation', 'Rakukaja', 'Dodge Slash', 'Mind Charge', 'High Counter']
INFO:root:['Mudoon', 'Rakukaja', 'Life Drain', 'Dodge Slash', 'Wind Amp']
INFO:root:['Dodge Slash', 'Rakukaja', 'Mudoon', 'Dodge Ice', 'Wind Amp']
INFO:root:['Spell Master', 'Power Slash', 'Wind Amp', 'Dodge Ice', 'Dodge Slash']
INFO:root:['Absorb Slash', 'Wind Amp', 'High Counter', 'Counter', 'Dodge Ice']
INFO:root:['Wind Amp', 'Dodge Ice', 'Survive Light', 'Mind Charge', 'Rakukaja']
INFO:root:['Morning Star', 'Counter', 'Mudoon', 'Salvation', 'Survive Light']
INFO:root:['Wind Amp', 'Salvation', 'Counter', 'Mind Charge', 'Dodge Ice']
INFO:root:['Mind Charge', 'Dodge Ice', 'Getsu-ei', 'Life Drain', 'High Counter']
INFO:root:['Dodge Ice', 'Getsu-ei', 'Dodge Slash', 'Zan-ei', 'Counter']
INFO:root:['Rakukaja', 'High Counter', 'Survive Light', 'Mudoon', 'Mind Charge']
INFO:root:['Counter', 'Rakukaja', 'High Counter', 'Mudoon', 'Wind Amp']
INFO:root:['Counter', 'Dodge Slash', 'Rakukaja', 'Dodge Ice', 'Wind Amp']
INFO:root:['Wind Amp', 'Mudoon', 'Dodge Ice', 'Dodge Slash', 'Rakukaja']
INFO:root:['Morning Star', 'Mighty Swing', 'Wind Amp', 'Dodge Ice', 'Salvation']
INFO:root:['Rakukaja', 'Dodge Ice', 'Wind Amp', 'Dodge Slash', 'Mudoon']
INFO:root:['Mudoon', 'Dodge Slash', 'High Counter', 'Spell Master', 'Counter']
INFO:root:['Dodge Ice', 'Rakukaja', 'Mind Charge', 'High Counter', 'Counter']
INFO:root:['Absorb Slash', 'Dodge Slash', 'Dodge Ice', 'Mudoon', 'Rakukaja']
INFO:root:['Mudoon', 'Dodge Slash', 'Counter', 'Rakukaja', 'Absorb Slash']
INFO:root:['Mind Charge', 'Survive Light', 'Counter', 'Dodge Ice', 'Spell Master']
INFO:root:['Dodge Ice', 'Absorb Slash', 'High Counter', 'Rakukaja', 'Wind Amp']
INFO:root:['Rakukaja', 'Counter', 'Survive Light', 'Dodge Ice', 'Mudoon']
INFO:root:['Mudoon', 'Zan-ei', 'High Counter', 'Survive Light', 'Dodge Slash']
INFO:root:['Dodge Ice', 'Getsu-ei', 'Zan-ei', 'Life Drain', 'High Counter']
INFO:root:['Survive Light', 'Salvation', 'Rakukaja', 'Counter', 'Mind Charge']
INFO:root:['Counter', 'Survive Light', 'Getsu-ei', 'Victory Cry', 'Mind Charge']
INFO:root:['Survive Light', 'Rakukaja', 'Dodge Slash', 'Dodge Ice', 'Getsu-ei']
INFO:root:['Power Slash', 'Dodge Ice', 'Mighty Swing', 'Absorb Slash', 'Victory Cry']
INFO:root:['Rakukaja', 'Zan-ei', 'Mudoon', 'Dodge Slash', 'High Counter']
INFO:root:['Survive Light', 'Absorb Slash', 'Counter', 'Life Drain', 'Dodge Ice']
INFO:root:['High Counter', 'Mind Charge', 'Counter', 'Dodge Ice', 'Dodge Slash']
INFO:root:['Dodge Ice', 'Mudoon', 'Spell Master', 'Rakukaja', 'Dodge Slash']
INFO:root:['Mind Charge', 'Mudoon', 'Getsu-ei', 'Victory Cry', 'Spell Master']
INFO:root:['Mind Charge', 'Rakukaja', 'Wind Amp', 'Dodge Slash', 'High Counter']
INFO:root:['Dodge Ice', 'Salvation', 'Wind Amp', 'Spell Master', 'High Counter']
INFO:root:['Dodge Ice', 'Rakukaja', 'Spell Master', 'High Counter', 'Power Slash']
INFO:root:['Wind Amp', 'Dodge Slash', 'Dodge Ice', 'Getsu-ei', 'Primal Force']
INFO:root:['Counter', 'Rakukaja', 'Dodge Slash', 'Wind Amp', 'Survive Light']
INFO:root:['Mind Charge', 'Dodge Ice', 'Rakukaja', 'Wind Amp', 'High Counter']
INFO:root:['Dodge Slash', 'Salvation', 'Wind Amp', 'Primal Force', 'Counter']
INFO:root:['Mind Charge', 'Rakukaja', 'Dodge Ice', 'Counter', 'Primal Force']
INFO:root:['Mudoon', 'Life Drain', 'Spell Master', 'Rakukaja', 'Dodge Slash']
INFO:root:['Absorb Slash', 'Mudoon', 'Salvation', 'Dodge Ice', 'Life Drain']
INFO:root:['Rakukaja', 'Mudoon', 'Counter', 'Zan-ei', 'Survive Light']
INFO:root:['Power Slash', 'Mudoon', 'Dodge Ice', 'Counter', 'Rakukaja']
INFO:root:['Rakukaja', 'Dodge Ice', 'Wind Amp', 'Mind Charge', 'Salvation']
INFO:root:['Life Drain', 'Dodge Ice', 'Mind Charge', 'Mudoon', 'Dodge Slash']
INFO:root:['Wind Amp', 'Life Drain', 'High Counter', 'Dodge Ice', 'Mudoon']
INFO:root:['Mudoon', 'Rakukaja', 'Mighty Swing', 'Dodge Ice', 'Wind Amp']
INFO:root:['Survive Light', 'Wind Amp', 'Rakukaja', 'Dodge Slash', 'Salvation']
INFO:root:['Rakukaja', 'Survive Light', 'Dodge Ice', 'Mind Charge', 'Dodge Slash']
INFO:root:['Mind Charge', 'Wind Amp', 'Rakukaja', 'Dodge Ice', 'Survive Light']
INFO:root:['Dodge Slash', 'Survive Light', 'Counter', 'Absorb Slash', 'Salvation']
INFO:root:['Mighty Swing', 'Mind Charge', 'Wind Amp', 'Rakukaja', 'Survive Light']
INFO:root:['Rakukaja', 'Wind Amp', 'Morning Star', 'Mind Charge', 'Victory Cry']
INFO:root:['Counter', 'Power Slash', 'Survive Light', 'Dodge Slash', 'Wind Amp']
INFO:root:['Power Slash', 'Getsu-ei', 'Rakukaja', 'Wind Amp', 'Dodge Slash']
INFO:root:['Counter', 'Salvation', 'Rakukaja', 'Dodge Slash', 'Power Slash']
INFO:root:['Mudoon', 'High Counter', 'Salvation', 'Dodge Slash', 'Rakukaja']
INFO:root:['Dodge Slash', 'Mind Charge', 'Spell Master', 'Survive Light', 'Absorb Slash']
INFO:root:['Power Slash', 'Wind Amp', 'Mudoon', 'Mighty Swing', 'Getsu-ei']
INFO:root:['Dodge Ice', 'Rakukaja', 'Dodge Slash', 'Survive Light', 'Wind Amp']
INFO:root:['Dodge Ice', 'Rakukaja', 'Survive Light', 'Victory Cry', 'Wind Amp']
INFO:root:['Counter', 'Mudoon', 'Survive Light', 'Spell Master', 'High Counter']
INFO:root:['Survive Light', 'Dodge Slash', 'Mind Charge', 'Mudoon', 'Counter']
INFO:root:['Dodge Slash', 'Wind Amp', 'Absorb Slash', 'Victory Cry', 'Rakukaja']
INFO:root:['Rakukaja', 'Victory Cry', 'Wind Amp', 'Mudoon', 'Dodge Slash']
INFO:root:['Wind Amp', 'Rakukaja', 'High Counter', 'Dodge Ice', 'Survive Light']
INFO:root:['Dodge Ice', 'Rakukaja', 'Survive Light', 'Counter', 'High Counter']
INFO:root:['Absorb Slash', 'Rakukaja', 'Mudoon', 'Dodge Ice', 'Survive Light']
INFO:root:['Mudoon', 'Wind Amp', 'Rakukaja', 'Counter', 'Survive Light']
INFO:root:['Counter', 'Absorb Slash', 'Mudoon', 'Dodge Slash', 'Salvation']
INFO:root:['Dodge Ice', 'Dodge Slash', 'Mind Charge', 'High Counter', 'Mighty Swing']
INFO:root:['Mighty Swing', 'Mind Charge', 'High Counter', 'Victory Cry', 'Mudoon']
INFO:root:['Mind Charge', 'High Counter', 'Counter', 'Dodge Slash', 'Dodge Ice']
INFO:root:['Counter', 'Dodge Ice', 'Survive Light', 'Mind Charge', 'Dodge Slash']
INFO:root:['Rakukaja', 'Counter', 'High Counter', 'Dodge Slash', 'Absorb Slash']
INFO:root:['Dodge Ice', 'Rakukaja', 'Counter', 'Life Drain', 'Power Slash']
INFO:root:['Dodge Ice', 'Wind Amp', 'Mudoon', 'Absorb Slash', 'Dodge Slash']
INFO:root:['Salvation', 'Dodge Ice', 'Mighty Swing', 'Survive Light', 'Rakukaja']
INFO:root:['Mind Charge', 'Wind Amp', 'High Counter', 'Dodge Slash', 'Survive Light']
INFO:root:['Counter', 'Dodge Ice', 'Spell Master', 'Power Slash', 'Rakukaja']
INFO:root:['Dodge Slash', 'Survive Light', 'Mudoon', 'Mind Charge', 'Dodge Ice']
INFO:root:['Salvation', 'Dodge Slash', 'Survive Light', 'High Counter', 'Wind Amp']
INFO:root:['Wind Amp', 'Salvation', 'Zan-ei', 'Spell Master', 'Survive Light']
INFO:root:['Survive Light', 'Mudoon', 'Dodge Slash', 'Victory Cry', 'Dodge Ice']
INFO:root:['Mighty Swing', 'Wind Amp', 'Survive Light', 'Spell Master', 'Dodge Slash']
INFO:root:['Dodge Slash', 'Dodge Ice', 'Mudoon', 'Rakukaja', 'Mind Charge']
INFO:root:['Dodge Ice', 'Survive Light', 'Morning Star', 'Mudoon', 'Spell Master']
INFO:root:['Dodge Ice', 'Rakukaja', 'Dodge Slash', 'Wind Amp', 'Mudoon']
INFO:root:['Dodge Slash', 'Survive Light', 'Dodge Ice', 'High Counter', 'Mind Charge']
INFO:root:['High Counter', 'Survive Light', 'Rakukaja', 'Dodge Slash', 'Mind Charge']
INFO:root:['Dodge Slash', 'Dodge Ice', 'Rakukaja', 'Mudoon', 'Counter']
INFO:root:['Mind Charge', 'High Counter', 'Rakukaja', 'Wind Amp', 'Mudoon']
INFO:root:['Counter', 'Wind Amp', 'Mind Charge', 'Dodge Ice', 'Survive Light']
INFO:root:['Zan-ei', 'Dodge Ice', 'Mudoon', 'Salvation', 'Counter']
INFO:root:['Rakukaja', 'Getsu-ei', 'Mind Charge', 'High Counter', 'Dodge Slash']
INFO:root:['Wind Amp', 'Absorb Slash', 'Survive Light', 'Dodge Slash', 'Mighty Swing']
INFO:root:['Getsu-ei', 'Survive Light', 'Salvation', 'Dodge Ice', 'Zan-ei']
INFO:root:['Mudoon', 'Dodge Slash', 'Survive Light', 'Zan-ei', 'Mind Charge']
INFO:root:['Zan-ei', 'Counter', 'Wind Amp', 'Dodge Ice', 'Dodge Slash']
INFO:root:['Counter', 'Mudoon', 'Spell Master', 'Mind Charge', 'Dodge Ice']
INFO:root:['Dodge Ice', 'Wind Amp', 'Rakukaja', 'Mind Charge', 'Salvation']
INFO:root:['Life Drain', 'Primal Force', 'Victory Cry', 'Mind Charge', 'Absorb Slash']
INFO:root:['High Counter', 'Rakukaja', 'Mudoon', 'Mind Charge', 'Wind Amp']
INFO:root:['Counter', 'Wind Amp', 'Rakukaja', 'Dodge Slash', 'Survive Light']
INFO:root:['Survive Light', 'Salvation', 'Rakukaja', 'Dodge Slash', 'Absorb Slash']
